Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
11,ทอด,พริกหยวกทรงเครื่องชุบแป้งทอด,พริกหยวก สีเขียว หั่นครึ่งและเอาเม็ดออก 1 ถ้วย,เนื้อหมู บดวัว ครึ่ง ถ้วย,ซีอิ๊วเกาหลี 1 ช้อนโต้ะ,กระเทียม บด 1 ช้อนโต้ะ,ต้นหอม ซอย 2 ช้อนโต้ะ,งาเกลือ 1 ช้อนชา,พริกไทยดำบด 1 ช้อนชา,น้ำมันงา 1  ช้อนโต้ะ,น้ำมันพืช 1 ถ้วย,ถ้วยแป้งสาลี ครึ่ง ถ้วย,ไข่ไก่ตี1 ฟอง,,,,,,,,,,,,,,,
12,ทอด,ขนมปังหน้าหมู,หมูสับ 1 ถ้วย,ไข่ไก่ 3 ฟอง,น้ำปลา 1ช้อนโต้ะ,รากผักชี บดละเอียด 1 ช้อนโต้ะ,ผักชีหั่น 1 ช้อนโต้ะ,พริกไทย 1 ช้อนชา,ซอสถ้วยเหลือง 1 ช้อนโต้ะ,ขนมปัง ฟาร์มเฮ้าส์ 1 แพ็ค,,,,,,,,,,,,,,,,,,
13,ทอด,ล่าเตียง,ไข่เป็ด 4 ฟอง,กุ้งขาว 8-10 ตัว นำมาสับให้ละเอียด,หอมแดง 2 หัว นำมาสับแบบหยาบๆ,ถั่วลิสงคั่ว 2 ช้อนโต้ะ นำมาโขรกหยาบๆ,รากผักชี 1 ช้อนโต๊ะ นำมาสับละเอียด,กระเทียมสับ 1 ช้อนโต๊ะ,พริกไทยป่น 1 ช้อนชา,น้ำตาลปี๊บ 3 ช้อนโต๊ะ,น้ำปลา 3 ช้อนโต๊ะ,น้ำมันพืช 2 ช้อนโต๊ะ,ผักสำหรับเป็นเครื่องเคียง เช่น พริกชี้ฟ้า ผักชี แตงกวา เป็นต้น,,,,,,,,,,,,,,,
14,ทอด,ไส้อ่อนผัดพริกเกลือ,ไส้อ่อน 1 พวง,ซอสปรุงรส 5 ช้อนโต้ะ สำหรับต้มไส้อ่อน,พริกไทยแห้งเม็ด 5 ช้อนโต้ะ,เกลือ 2 ช้อนโต้ะ สำหรับต้มไส้อ่อน,เกลือ 1 ช้อนโต้ะ สำหรับผัด,พริกไทยป่น 1 ช้อนโต้ะ,กระเทียมสับหยาบๆ 2 ช้อนโต้ะ,พริกขี้หนูสวน สับหยาบๆ 2 ช้อนโต้ะ,พริกชี้ฟ้า สับหยาบๆ 2 ช้อนโต้ะ,รากผักชี สับหยาบ ๆ 2 ช้อนโต้ะ,ผงปรุงรส 1 ช้อนชา,น้ำตาลทราย 1 ช้อนชา,ต้นหอมซอย 2 ช้อนโต้ะ,แป้งข้าวโพด 2 ช้อนโต้ะ,น้ำมันสำหรับทอด,,,,,,,,,,,
15,ทอด,ไส้อ่อนทอดกระเทียมพริกไทย,ไส้อ่อน 2 ขีด,ซอสปรุงรส 5 ช้อนโต้ะ สำหรับต้มไส้อ่อน,พริกไทยป่น 3 ช้อนโต้ะ สำหรับต้มไส้อ่อน,กระเทียมบด 2 ช้อนโต้ะ,รากผักชีสับ 1 ช้อนชา,พริกไทยขาวเม็ด 1 ช้อนชา,น้ำตาลทราย 1 ช้อนชา,ซอสหอยนางรม 1 ช้อนโต้ะ,ซอสถั่วเหลือง 1 ช้อนโต้ะ,แป้งข้าวโพด 1 ช้อนชา,น้ำมันพืช สำหรับทอดปริมาณท่วมเนื้อไก่,ผักสำหรับทานเป็นเครื่องเคียง เช่น แตงกวา ผักชี,,,,,,,,,,,,,,
16,ทอด,หมูสามชั้นทอดพริกแกง,หมูสามชั้น 2 ชิ้น,พริกแกงเผ็ด 2 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำเปล่า 5 ช้อนโต้ะ,แป้งอเนกประสงค์ 2 ช้อนโต้ะ,น้ำมันพืชสำหรับทอด,,,,,,,,,,,,,,,,,,,
17,ทอด,ทอดมันปลากรายข้าวเหนียว,ข้าวเหนียวหุงสุก 1 จาน,เนื้อปลากรายบดละเอียด 300 กรัม,พริกไทยป่น 1 ช้อนชา,ใบตะไคร้ซอย 4-5 ใบ,แป้งมัน 1 ช้อนโต้ะ,เกลือ 1 ช้อนชา,ผักชีลาวซอย 1 ต้น,พริกชี้ฟ้าซอย 3 เม็ด,น้ำปลา 2 ช้อนโต้ะ,น้ำมันสำหรับทอด,ซอสพริก,,,,,,,,,,,,,,,
18,ทอด,ยำปลาดุกฟู,ปลาดุก 2 ต้ว ปลาดุกตัวโตๆ,น้ำปลา 2 ช้อนโต๊ะ,น้ำมะนาว 2 ช้อนโต๊ะ,น้ำตาลปีี๊บ 1 ช้อนโต๊ะ,พริกขี้หนูสวนบด 1 ช้อนชา,หอมหัวแดงซอย 3 ช้อนโต้ะ,มะม่วงดิบ ซอยเป็นเส้น 3 ช้อนโต้ะ,ถั่วลิสงค์คั่ว 3 ช้อนโต้ะ,ผักชีซอย 1 ช้อนชา,น้ำมันพืชสำหรับทอด 1 ถ้วยตวง ปริมาณท่วมเนื้อปลา,,,,,,,,,,,,,,,,
19,ทอด,ปลาช่อนลุยสวน,ปลาช่อนนา 1 ตัว เลือกขนาด 700 กรัม หรือ 7 ขีด,พริกขี้หนูสวนซอย 2 ช้อนโต๊ะ,น้ำมะนาว 2 ช้อนโต๊ะ,น้ำตาลปัี๊บ 2 ช้อนโต๊ะ,น้ำปลา 2 ช้อนโต๊ะ,ผักชีฝรั่ง หั่นฝอย 2 ช้อนโต้ะ,ขิงอ่อนซอยเป็นเส้น 3 ช้อนโต้ะ,ผักชี หั่นซอย 2 ช้อนโต้ะ,ใบสาระแหน่ 4-5 ใบ,ตะไคร้ ซอย 1 ต้น,หอมหัวแดงซอย 2 หัว,มะนาว หั่นเป็นลูกเต๋า 1 ลูก,ถั่วลิงสงคั่ว 2 ช้อนโต้ะ,น้ำมันพิชสำหรับทอดปลา,น้ำพริกเผา 1 ช้อนชา,แป้งข้าวโพด 3 ช้อนโต้ะ,พริกแห้งทอด,ผักต่างๆที่ทานคู่กับปลาช่อนทอดตามใจชอย เช่น ผัดกาดขาว ผักชีฝรั่ง ต้นหอม ผักชีฝรั่ง,,,,,,,,
20,ทอด,ปลากะพงทอดน้ำปลา,ปลากะพง 1 ตัวขนาด 500 กรัม,น้ำปลา 3 ช้อนโต้ะ,พริกไทยป่น 1 ช้อนชา,น้ำตาลปี๊บ 2 ช้อนโต๊ะ,น้ำส้มสายชู 1 ช้อนโต๊ะ,น้ำมันพืชสำหรับทอด 1 ขวด (ปริมาณน้ำมันให้ท่วมเนื้อปลา),มะม่วงแก้วดิบ ซอยเป็นเส้น 1 ลูก ปริมาณให้พอสำหรับถ้วยน้ำจิ้ม,หอมหัวแดง ซอย 3 ช้อนโต้ะ,พริกขี้หนูสวน บด 2 ช้อนโต้ะ,ถั่วลิสง ทอด 1 ช้อนโต๊ะ,แป้งข้าวโพดสำหรับทอดปลา,,,,,,,,,,,,,,,
21,ทอด,ปลาเนื้ออ่อนราดพริก,ปลาเนื้ออ่อน 3 ตัว ขนาดพอดีจาน,พริกขี้หนูสวน โขรกบด 2 ช้อนโต๊ะ,กระเทียม โขรกบด 2 ช้อนโต๊ะ,น้ำมะขามเปียก 1 ช้อนโต้ะ,น้ำตาลปี๊บ 2 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,แป้งข้าวโพด สำหรับทอด,ใบผักชี ซอย 1 ช้อนชา สำหรับโรยหน้าจาน,น้ำมันพืชสำหรับทอด 2 ถ้วย หรือ ปริมาณท่วมตัวปลา,,,,,,,,,,,,,,,,,
22,ทอด,ทอดมันปลากราย,เนื้อปลากรายบด 1 ถ้วยตวง,ไข่ไก่ 2 ฟอง,ถั่วฝักยาว ซอยบางๆ 10 ช้อนโต้ะ,ใบมะกรูด ซอย 3 ช้อนโต๊ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,เกลือป่น 1 ช้อนชา,พริกแกงเผ็ด 1 ช้อนโต๊ะ,น้ำมันพืชสำหรับทอด 2 ถ้วยตวง (ปริมาณให้ท่วมปลากรายที่จะทอด),แตงกวา หั่นเป็นชิ้นเล็กพอดีคำ 1 ถ้วยตวง,ถั่วลิสงคั่วบด 3 ช้อนโต้ะ,น้ำตาลทราย 3 ช้อนโต้ะ,น้ำส้มสายชู 1 ช้อนโต้ะ,พริกขี้หนูสวนบด 1 ช้อนชา,ใบกระเพรา 1 กำมือ,,,,,,,,,,,,
23,ทอด,ปลาราดพริก,ปลาทับทิม 1 ตัว ( ขนาด 4 ขีด ),แป้งข้าวโพด 2 ช้อนโต้ะ,น้ำมันพืชสำหรับทอดปลา 1 ถ้วย ( ปริมาณน้ำมันท่วมตัวปลา),กระเทียมสดบด 4 ช้อนโต้ะ,พริกสดบด 4 ช้อนโต้ะ,น้ำตาลทราย 6 ช้อนโต้ะ,ผักชีซอย 1 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,ผักสดสำหรับจัดจานให้สวยงาม เช่น ผักกาดหอม ต้นหอม ผักชี ผักชีฝรั่ง ใบสาระเหน่ เป็นต้น,,,,,,,,,,,,,,,,,
24,ทอด,ทอดมันหัวปลี,หัวปลีของกล้วยน้ำหว้า ขนาดกลาง 1 หัว,ข่าซอย 2 ช้อนโต้ะ,ตะไคร้ซอย 2 ช้อนโต้ะ,ผิวมะกรูด 1 ช้อนโต้ะ,พริกแห้ง 2 ช้อนโต้ะ,กระเทียม 2 ช้อนโต้ะ,หอมแดง 2 ช้อนโต้ะ,เกลือ 1 ช้อนชา,ไข่ไก่ 2 ฟอง,หมูสับ 3 ขีด,แป้งสาลี 2 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,น้ำมันสำหรับทอด,,,,,,,,,,,,,
25,ทอด,ปลาช่อนทอดน้ำปลา,ปลาช่อน 1 ตัว ขนาด 7 ขีด (ให้ผ่าท้องแล่เอากระดูกกลางออก),น้ำมันพืช สำหรับทอดปลา,เกลือ 2 ช้อนชา,น้ำตาลปี๊บ 2 ช้อนโต้ะ,น้ำปลา 6 ช้อนโต้ะ,หอมแดงบุบ 3 หัว,รากผักชีบุบ 2 ราก,ผักชีซอย 1 ช้อนขา,,,,,,,,,,,,,,,,,,
26,ทอด,ปลากะพงทอดคั่วพริกเกลือ,ปลากระพง 1 ตัว,กระเทียมบด 2 ช้อนโต้ะ,พริกชี้ฟ้าบด 2 ช้อนโต้ะ,เกลือ 1 ช้อนชา,แป้งทอดอเนกประสงค์ 1 จาน,น้ำมันปาล์ม 1 ถ้วย สำหรับทอดปลา,น้ำตาลทราย 1 ช้อนโต้ะ,พริกไทยป่น 1 ช้อนโต้ะ,กระเทียมเจียว 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
27,ทอด,ปลาช่อนเกยตื้น,ปลาช่อน ( ขนาด 9 ขีด ) 1 ตัว,มะเขือยาว หั่นท่อนพอคำ 1 ถ้วย,เต้าเจี้ยว 2 ช้อนโต้ะ,น้ำตาลทราย 2 ช้อนโต้ะ,น้ำมันสำหรับทอด,ใบโหระพา 1 กำมือ,น้ำจิ้มซีฟู๊ด 1 ถ้วยน้ำจิ้ม ,,,,,,,,,,,,,,,,,,,
28,ทอด,ผัดชะอมปลาชอนทอดกรอบ,ยอดผักชะอม 1 จาน,กระเทียม บด 2 ช้อนชา,พริก บด 2 ช้อนชา,เนื้อปลาช่อน หั่นเป็นชิ้นพอคำ 1 จาน,ซอสปรุงรส 1 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนชา,เต้าเจี้ยว 1 ช้อนโต้ะ,แป้งข้าวโพด 2 ช้อนโต้ะ,น้ำมันสำหรับทอดและผัด,เกลือ 1 ช้อนชา,ซอสน้ำมันหอย 1 ช้อนโต้ะ,น้ำตาลทราย 1 ช้อนชา,น้ำปลา 1 ข้อนชา,,,,,,,,,,,,,
